"run","trend_true","trend_est_q025","trend_est_q500","trend_est_q975","cov","max_Rhat","n_counts","n_counts_w_SE"
91,-0.12083002952562,-0.701096369118052,0.00842106228590156,0.628825322034691,TRUE,1.03132418196692,72,47
92,1.37646012240793,0.346254880882105,1.28756154816265,2.19107920730958,TRUE,1.07342274113471,74,49
93,2.2250328454912,1.17965918194569,2.40746616068157,3.71294651390917,TRUE,1.02606208594908,61,40
94,1.5379240695212,0.201473385681429,1.19684278825681,2.07301298497214,TRUE,1.02260009873641,55,36
95,-0.487697367823403,-2.03289560097104,-0.775890770902543,0.484707914260291,TRUE,1.20792376727241,60,39
96,1.76718127236337,0.0794168560828595,1.0648852585506,2.04227443494976,TRUE,1.04732751114299,55,36
97,-0.120308281202308,-1.3870236499453,-0.533318207205319,0.394599509731232,TRUE,1.09926166532206,58,38
98,-0.849762843035928,-2.55446941692527,-1.56649937569384,-0.591165639322558,TRUE,1.02015474514374,61,40
99,2.47361667232122,-1.46799181522141,0.219127124299812,2.18021932013066,FALSE,1.05499306118685,59,39
100,6.9327452509774,3.68429456980055,5.83856080543905,7.86931018193847,TRUE,1.12001229162623,64,42
101,1.23774379393784,-0.160616031001053,1.02575610786377,2.21912524953194,TRUE,1.07038302171437,66,43
102,0.628904885318904,-0.599562490984691,0.544561240736408,1.72846550298,TRUE,1.02802763101318,72,47
103,0.457600560774574,-1.27907623843667,0.445951465079364,1.77703970733212,TRUE,1.03235081666726,58,38
104,0.212736527990787,-1.23797514611285,-0.204511063625118,0.831004528888615,TRUE,1.19152104765684,53,35
105,1.91644539436495,1.38823680133672,2.18571272633148,3.20225169144493,TRUE,1.5962401693392,60,39
106,0.182046388565804,-1.2086470582047,-0.385725948284704,0.444603721126256,TRUE,1.03625417470323,67,44
107,-0.81760038448887,-1.89966433027236,-0.9149032476584,-0.10477123855603,TRUE,1.03345742851555,66,43
108,0.93680776769256,0.509104834560912,1.35074551759637,2.14623585364201,TRUE,1.02604385390341,63,41
109,0.024603344801255,-1.51864774574359,-0.55555910233086,0.347096046679192,TRUE,1.09005384932215,63,41
110,1.45296710719056,-1.58925134234467,-0.482692177803135,0.866819987647843,FALSE,2.49115672538703,60,39
111,0.294219067458901,-0.953038397082916,-0.0903620941446526,0.716004691210351,TRUE,1.02934423292381,55,36
112,0.0167929511483367,-0.894076109216141,0.0721693860548656,0.988131391678796,TRUE,1.04556121125184,61,40
113,1.65994894311645,-0.360182917024373,1.18004833139665,3.20491809746611,TRUE,1.03848983047733,61,40
114,3.56063630493275,1.60220515995684,2.51213733643648,3.51557093767226,FALSE,1.04027117044714,63,41
115,-0.457921583690302,-1.07475941890235,-0.314171913386396,0.412449578579836,TRUE,1.04696206865132,56,37
116,-1.04612820945769,-3.15244062814814,-1.91303791726372,-0.835572486590587,TRUE,1.04977036475905,58,38
117,2.78870168086414,0.484647163604953,1.45695547794868,3.1133501239483,TRUE,1.10275834098637,50,33
118,2.60594301771138,-0.121584559336544,0.816311610224696,1.77615626922636,FALSE,1.0531150657172,63,41
119,-0.168225576865833,-2.76478572343196,-1.58578293892201,-0.405137310775607,FALSE,1.02970903520556,47,31
120,1.95179117884157,0.109210436809779,1.57816136513325,2.44004420515956,TRUE,1.28647526924114,59,39
121,-0.0133362261673486,-0.642674508925207,-0.0124018611248777,0.677839252979417,TRUE,1.02507959712725,69,45
122,1.5648287646074,0.473748088479417,1.2986220236951,2.18899234198639,TRUE,1.15578631892351,58,38
123,-0.631554834935211,-1.94338479665963,-0.464867268089031,0.576789268045552,TRUE,1.17842251136019,52,34
124,-1.32114347642031,-2.29039404998678,-1.38705889161517,-0.261990897898245,TRUE,1.03565706396878,62,41
125,-0.110003684594273,-0.975007428395218,-0.125661902831625,0.732512744491281,TRUE,1.03348280205859,61,40
126,-0.246512996523973,-3.15256323411955,-1.88377275984933,-0.112324914639676,TRUE,1.42720787082907,70,46
127,0.3905087510085,-1.9305773420906,-0.58456653619387,0.504445102716937,TRUE,1.02821222423702,75,49
128,-1.11477237246558,-1.55670924225079,-0.751172146154516,-0.0170093037891753,TRUE,1.03983757781092,53,35
129,0.373804561364688,-0.136675346042598,0.786615542907187,1.90804094373711,TRUE,1.03883491115635,68,45
130,0.0895841617026605,-0.548989837292599,0.257837310112607,1.00371136785606,TRUE,1.03043933142084,58,38
131,2.21313132788767,-1.31405485762235,-0.0807366901677153,1.3052498961396,FALSE,1.06365983785068,66,43
132,-0.214045898742221,-1.12682938347453,-0.477875085401619,0.146280748177253,TRUE,1.10392369700085,50,33
133,2.6745299735399,0.42216053531656,1.27565791753887,2.01317457426329,FALSE,1.07118700630813,73,48
134,-0.452687886004477,-2.05483710549417,-0.928990794379336,0.00579160874901331,TRUE,1.19867928694435,62,41
135,1.47086418764153,0.207627871057735,1.16008067730423,2.0832724515254,TRUE,1.06916417595312,55,36
136,-0.0888987932831653,-1.16679519709508,-0.266949118229859,0.501366254119734,TRUE,1.02371195040378,60,39
137,0.322606978430295,-0.885474694650345,0.191820056197978,1.25774422948919,TRUE,1.02617949451753,58,38
138,-1.0253669900145,-1.49425466880314,-0.704366453392868,-0.0186737754193498,TRUE,1.02493791258098,60,39
139,-0.699382374781343,-1.9008817488089,-0.975892323893801,-0.0433284212942069,TRUE,1.08629157705563,53,35
140,1.05103663845318,-0.616487741830468,1.77640518261875,3.56219968056515,TRUE,2.43906376050842,61,40
141,0.348539396006498,-0.792803000914819,0.056189173848098,0.865075475737581,TRUE,1.03013061885833,72,47
142,0.191198605256782,0.20810056067247,0.923326902391686,1.51120778216116,FALSE,1.02216857373244,59,39
143,1.95932489635431,0.317780624241294,1.30756949269478,2.19485841862745,TRUE,1.02816042855399,64,42
144,-0.0622776009099657,-2.19626153310324,-0.727179144486451,0.33165757030766,TRUE,1.05535521854758,67,44
145,2.97523784691922,1.51585512198703,2.41842357564922,3.456425870423,TRUE,1.12519702207618,73,48
146,0.632440088880926,-0.580636016725489,0.377593135999066,1.37489496852546,TRUE,1.07668070815269,57,38
147,0.844585665127351,0.301852096872604,1.27344328434535,2.25020106793511,TRUE,1.01913234129536,55,36
148,0.763783549327535,-0.887685656706383,0.0830621326986525,0.960342829166443,TRUE,1.04702513070861,56,37
149,-0.438663405533513,-1.4227803416278,-0.640927613130854,0.0897758256422699,TRUE,1.05753364987556,61,40
150,-0.522821493827419,-1.57679433850409,-0.697619669401689,0.199444086166951,TRUE,1.03974941291721,52,34
151,0.119956869925275,-0.979036414495782,-0.0979625343603296,0.598952497815194,TRUE,1.03551132431233,62,41
152,4.62777872280586,2.62499827229976,3.99443813654896,5.64560681021287,TRUE,1.05758083390869,62,41
153,-0.901299234880315,-2.37073911168038,-1.49778067345669,-0.509684753026893,TRUE,1.04121447833324,53,35
154,-1.03976547459008,-2.07928577851818,-1.18092922655723,-0.422101875989802,TRUE,1.0328413971719,60,39
155,-0.646157678218107,-0.864121792864601,-0.034161166600255,0.828143621655837,TRUE,1.02903101989338,62,41
156,0.1107909918447,-2.35444427516957,-1.33834339748469,-0.320902284066158,FALSE,1.04163373263358,55,36
157,-0.490673394175367,-1.28684726633625,-0.121278462123425,0.937457020708705,TRUE,1.04155787830494,62,41
158,-0.0243469685810127,-2.38769549376144,-1.31666199622737,-0.261332921282408,FALSE,1.05251817014375,63,41
159,2.61430940745353,1.50851903057755,2.61303230284827,3.87461230208438,TRUE,1.03074165668016,56,37
160,1.45035105178493,-1.06841274465834,0.273011300992076,1.82091638530993,TRUE,1.1237589507029,61,40
161,1.81861025931012,1.32086172841615,2.04131562240519,2.79554800412928,TRUE,1.02588329639622,60,39
162,-0.554333295709553,-1.92639829183614,-1.054218338927,-0.253826157018993,TRUE,1.01605503932135,52,34
163,0.919484319333908,0.124804822609579,1.20488110963703,2.36987781354282,TRUE,1.29276455776162,53,35
164,-0.0543438569341914,-1.64650177254762,-0.737322851329886,0.566267695402843,TRUE,1.0316970884706,51,34
165,-2.26983949027674,-3.97765614772412,-3.10504548304916,-2.19398812242296,TRUE,1.02987469886518,59,39
166,2.27670883918054,-0.540711086800952,0.591410858013519,4.18308225556815,TRUE,1.05623252165617,57,38
167,3.89477187030172,1.703367984821,2.9532213222879,4.40056678443283,TRUE,1.06016505717384,58,38
168,1.62354960814055,-0.318388020802605,0.637552804268227,1.9512792889693,TRUE,1.059049841433,56,37
169,1.52155279737041,-0.937544666088015,1.61104739828715,3.20741753592041,TRUE,1.22887563628108,55,36
170,0.378885156475417,-2.47739665302028,-1.2718511446386,0.0663842864343374,FALSE,1.03301516855779,66,43
171,-0.329670018964068,-1.25374409530752,-0.168417220845768,1.0073436523555,TRUE,1.04696012581735,67,44
172,-1.04063343123139,-2.41333511781345,-1.61791006958706,-0.822547509116794,TRUE,1.06319154160854,62,41
173,1.795087726404,0.920770060074611,1.69124484400051,2.54961960792326,TRUE,1.07464113229238,56,37
174,0.355088442216256,-0.919309299823774,-0.0228539855307741,0.964328618231267,TRUE,1.05209363165298,56,37
175,-0.177537629070812,-1.2153970445039,-0.456182323679244,0.269407717205335,TRUE,1.03510977414508,62,41
176,0.0671283669409384,-1.71129131863522,-0.989798358963712,-0.0991159903592231,FALSE,1.08605039763313,65,43
177,-1.15994550637606,-2.56288532494868,-1.76146834560825,-0.987930814975098,TRUE,1.19041786177598,69,45
178,0.0272914490714093,-1.18111823813326,0.475181073731923,1.66408816223097,TRUE,1.05387703577788,57,38
179,2.074339146876,2.02718453876083,2.850990323017,3.75937474671192,TRUE,1.03714364822949,60,39
180,0.527607163118837,0.625018538904235,1.71976401050972,2.7531458523393,FALSE,1.04497447739574,62,41
181,-0.558967458598081,-2.10302823401649,-1.24852667529151,-0.323085231866067,TRUE,1.06538577845237,50,33
182,-0.777722589409946,-2.25013690334706,-0.982723272928909,0.251197159685442,TRUE,1.07556756905168,61,40
183,2.60589487605214,-0.346503264412794,0.79139284881351,1.9141818758683,FALSE,1.02714331783508,60,39
184,1.0139335945901,-0.600987389487624,0.523970317629918,1.33122150497659,TRUE,1.1898385160489,68,45
185,0.286414188859307,-0.228503396885034,0.654171503020318,1.5907791188421,TRUE,1.07302514394624,71,47
186,0.391839280197082,-0.81775511972963,0.138435366676515,0.9368388458594,TRUE,1.05208206905042,60,39
187,1.4174540015425,0.863437663109768,1.77946925268163,2.60803685075641,TRUE,1.03605386366565,63,41
188,0.70877857941809,-0.310276914099949,0.505986971680816,1.29595358246474,TRUE,1.0598531729169,56,37
189,1.42177949466269,-0.207924082282706,0.65364841789366,1.45078132627507,TRUE,1.03263249841559,54,36
190,1.17929534342993,-0.202000900129021,0.640444131275031,1.54131632866645,TRUE,1.15878041926376,46,30
191,1.44010354188013,-0.24062902238269,0.677317275660372,1.50775442576237,TRUE,1.08210823152609,64,42
192,3.353087585683,2.80309112186216,3.98591677884795,5.25670275906607,TRUE,1.46287059342674,69,45
193,-0.0355450089275511,-0.767492196444051,0.0687197546288654,0.855934428275103,TRUE,1.02647118271347,49,32
194,-2.19797925773484,-3.07967557742214,-2.25797759686769,-1.25276423902667,TRUE,1.0560688332765,52,34
