"run","trend_true","trend_est_q025","trend_est_q500","trend_est_q975","cov","max_Rhat"
164,0.352464635128347,0.282519573016325,1.36241448605864,2.41434773968901,TRUE,1.02272242905342
165,-1.12955130667622,-2.21202340479933,-1.18283967470856,-0.0691802486061381,TRUE,1.02730003111739
166,1.38192776647192,0.378699839567832,1.63356993375774,3.00361261210395,TRUE,1.24606237611823
167,2.22777604346882,0.000663704456757021,1.00136706310139,2.03432167209477,FALSE,1.01445544995933
168,-0.235475051056533,-1.32369718213026,-0.415400728019716,0.362056653911032,TRUE,1.02285962542777
169,-1.15262158813449,-1.96539094231094,-0.821248528145679,0.308808902390892,TRUE,1.02421183421936
170,-0.550551374403818,-1.5810672507628,-0.354836487372134,0.742623238258753,TRUE,1.04932271260407
171,-0.584553662270293,-2.01907670884581,-0.793213892662514,0.296767073465995,TRUE,1.02210129876116
172,-1.02218008811867,-2.55387504700975,-1.67963714940231,-0.74466944892142,TRUE,1.02754082533237
173,0.962267517645654,-0.813134880712529,0.155473341483914,1.10928191883341,TRUE,1.02008221412662
174,1.50796773285438,-0.600640411858215,1.37679727846666,3.16572224101525,TRUE,1.14210015433349
175,2.48510770079566,1.26703803088952,2.57757010764631,4.08774284500181,TRUE,1.05749938404711
176,1.5417248182569,0.797444215988982,1.69932129053726,2.60569022294954,TRUE,1.01395242646781
177,3.05403152710804,0.074556897798993,1.26739013033166,2.64343589896278,FALSE,1.0386138373334
178,0.916898653258102,-1.36096975101483,-0.455597256621265,0.507255579353019,FALSE,1.02422408708672
179,1.50129340454339,0.148463535969534,1.59596283344821,3.10826498046948,TRUE,1.02610422289012
180,0.255577375430494,-1.42698866111444,-0.721027967875965,0.236413374058749,FALSE,1.02015834773972
181,-0.27477742651919,-1.20175876955926,-0.356045547527289,0.584239354992866,TRUE,1.04136506800637
182,0.823404260795435,0.200785286836434,1.26039267299384,2.15509543388955,TRUE,1.20228794187368
183,-0.937117316644354,-2.01721340865461,-0.844276272178829,0.31769970997724,TRUE,1.05566190927894
184,3.12477598324326,-0.93563150656294,3.39961561698688,5.85188427647501,TRUE,1.27148086423527
185,2.40623975894032,0.641738043634773,1.70256242670455,2.82132262787904,TRUE,1.03708150590927
186,5.15457645508219,3.98510431624573,5.22022267996957,6.44474318201292,TRUE,1.08792529392809
187,0.539955322090813,-1.02639826786856,-0.0176094377559388,0.974248570416981,TRUE,1.04084270873072
